place,code
Tsaure,703101
Tsaure,710101
Tsaure,704102
Tsauri,821103
Tsauri,824102
Tsayan,912105
Tsedau,705102
Tsedum,981114
Tse-Nyagba,981114
Tse-Pan-Anum,981114
Tsidir,731107
Tsiga,831101
Tsiga-Hamisu,824102
Tsiro,742101
Tsitse,843102
Tsogi,922107
Tsohon Kafi,705101
Tsohou Birni,824102
Tsohuwar/rogo,704105
Tsolawa,843101
Tsolawo,842105
Tsovo,940101
Tsowa Alhesi,912105
Tsowa Anagulu,912105
Tsuambu,970101
Tsubut,705103
Tsugugi,810103
Tsurma,720102
Tsuwa,970101
Tswaciko,912105
Tswako,912105
Tswakwagi,913104
Tswasha,912105
Tswatagi,243105
Tuage,903101
Tuamade,981114
Tuba,600104
Tubong,933101
Tubsiga,752105
Tubule,743104
Tuburu,569101
Tuddai,811104
Tude,903101
Tudu,823102
Tudun Doki,843103
Tudun Fulani,700105
Tudun Jega,800108
Tudun Laki,830102
Tudun Wada,901101
Tudun Wada,740103
Tudun Wada,742103
Tudun Wada,712103
Tudun Wada,710104
Tudungali,710103
Tudunkaka,923104
Tudun-Sanusi,832103
Tufani,822102
Tufara,860102
Tuga,824102
Tuga,871101
Tuge,833101
Tugga,641101
Tugugu,710103
Tuji,701102
Tukpeki,903101
Tukuba I,903101
Tukuba Ii,903101
Tukubi,703101
Tukum,940101
Tukung,933101
Tukunyawa,720103
Tukura,923104
Tuluama,562101
Tulun-Doya,841102
Tulwar,933101
Tum,710101
Tumbagarka,843103
Tumbarkai,830103
Tumbau,702101
Tumbi,940101
Tumbikulu,503101
Tumfafi,750103
Tumfafi,704101
Tumfefi,701101
Tumfusha,712103
Tumpure,760104
Tun Akwati,923101
Tun Babandogo,923101
Tun Bagudu,923101
Tun Habu,923101
Tun. Gelawa,923101
Tun. Maikame,923101
Tun. Makeri,923101
Tun. Sullubawa,923101
Tun/ga-Allah,923101
Tunanan,720102
Tunas,705103
Tunas,823104
Tunayi,961101
Tunbwa,903101
Tund Ado,923101
Tundun Alumu,922107
Tundun Wada,830101
Tundun Wada,260105
Tunduniya,830101
Tundunwada,740102
Tung Dukawa,913104
Tung Gusso,923102
Tung Madabiya,923102
Tung Maidoji,923102
Tung Nabobi,923102
Tung. Abba,923102
Tung. Afaf-Saiwa,923102
Tung. Ango,923102
Tung. Baare,923102
Tung. Barwa,923102
Tung. Dakarkar,923102
Tung. Damiwira,923102
Tung. Dan,923102
Tung. Dogo,923102
Tung. Edima,923102
Tung. Hussami,923102
Tung. Inda,923102
Tung. Ingilishi,923102
Tung. Kanahu,923102
Tung. Kano,922107
Tung. Kassinawa,923102
Tung. M. Haussinmi,923102
Tung. Masara,923102
Tung. Namadala,923102
Tung. S/noma-Masari,923102
Tung. Sa Are,923102
Tung. Sabarma,923102
Tung. Sami Naka,923102
Tung. Tanangi,923102
Tung. Usaman Kano,923102
Tung. Wanzan,923102
Tung. Zarunmi,923102
Tung.inwala,923102
Tung.jagaba,923102
Tung.jiyya,923102
Tung.kura,923102
Tung.lelle,923102
Tung.madagu,923102
Tung.madawaki,923102
Tung.magaji,923102
Tung.maibanga,923102
Tung.mairakumi,923102
Tung.maisamari,923102
Tung.mudi,923102
Tung.namata,923102
Tung.rafingora,923102
Tung.tanko Tung.ubandasaki,923102
Tunga,900101
Tunga,962103
Tunga,922107
Tunga Bijimi,901101
Tunga Gwamna,872105
Tunga Gwuntu,910101
Tunga-Adoka,901101
Tungan Anamu,260105
Tungan Dallatu,900102
Tungan Madaki,900102
Tungan Sarkin,901101
Tungbabiri,561101
Tungbo,561101
Tunkunawa,702103
Tunkunji,922107
Tuntuntiko,913104
Tunukalia Shelim,611102
Tunya Dole,851103
Turari,752105
Turawa,810102
Turawa,823101
Turba,883101
Turbus,732105
Turdung Doruwa,940101
Tureta,352105
Turho,720102
Turimni,824101
Tursa,842103
Turtakiva,651102
Turuku,912105
Turunku,800101
Tusa Bassa,260105
Tuwaru,822105
Tuya,742103
Tuya,733101
Tyodugh,970101
Tyonambe,970101
Tzegero,822103
Tzongahar,981114
U. Abarushi,923104
U. Abire,923104
U. Abite,923104
U. Adamu,923104
U. Agulu,923104
U. Akoti,923104
U. Alh. Buba,923104
U. Alhel,923104
U. Ali,923104
U. Angulu,923104
U. Audu Idadu,923104
U. Auta,923104
U. B. Zuare,923104
U. Baba,923104
U. Bagasa,923104
U. Bagudu,923104
U. Bahago,923104
U. Bajida,923104
U. Bani,923104
U. Barmako,923104
U. Bawa,923104
U. Bebeji,923104
U. Bisalla,923104
U. Chibi,923104
U. Chindo,923104
U. Chora,923104
U. Cinta,923104
U. D. Fada,923104
U. D. Musa,923104
U. Dahoro,923104
U. Dahur,923104
U. Daji,923104
U. Dakkarberi,923104
U. Dakkawa,923104
U. Damgaladima,923104
U. Dande,923104
U. Danguibi,923104
U. Danladi,923104
U. Dara,923104
U. Daudu,923104
U. Diga,923104
U. Dogo,923104
U. Dutse,923104
U. Ebo,923104
U. F. Amako,923104
U. Fanu,923104
U. Faru,923104
U. Fona,923104
U. G. Ajiya,923104
U. Gadi,923104
U. Gaiye,923104
U. Galadima,923104
U. Gamau,923104
U. Ganwo,923104
U. Garo,923104
U. Geile,923104
U. Gog,923104
U. Gwazu,923104
U. H. Shanfir,923104
U/ Maifada,860101
U/isakuwa,711105
U/kuka,863101
U/lalle,842106
U/liman,710102
U/masama,710105
U/rimi,700104
U/tanko,710105
U/turai,710105
Uazande,981114
Ubabah,511101
Ubahaa,470101
Ubahuekwem,431116
Uban Doma,863101
Ubandawaki,824101
Ubandawaki-Gummi,871101
Ubbe Bassa,260105
Ube,962102
Ubebe,970101
Ubegu-Odeligbo,480105
Ubegu-Omege,480105
Ubele,270101
Ubima,511101
Ubimini,511102
Ubiti,511101
Ubogi,264103
Ubogo,330103
Uboji,270101
Ubokpo,270101
Ubordu,511101
Uboroko,264103
Uboshenu,905101
Ubuja,106101
Uburu,480101
Uburu,480102
Udadegun,263103
Udara,923101
Ude,263103
Udege Kasa,962102
Udegi,962102
Udeku Aba,480104
Udenin Gida,962102
Udenin Magaji,962102
Udi-Arehu,263101
Udiegba,263101
Udoha,511102
Udu,330103
Uegwere,502102
Uferene,270101
Uga,981114
Ugamada,900101
Ugb Iha,370101
Ugba,972108
Ugbabo,272101
Ugbana,480108
Ugbeta,341101
Ugbisi,330103
Ugbo,442101
Ugbo Omo,370101
Ugbo Uso,361104
Ugbo-Agbo,341101
Ugbo-Enyim,480102
Ugboju-Ube,972108
Ugbokodo,330102
Ugbolokposo,330102
Ugbomoro,330102
Ugboroke,330102
Ugbovo,480108
Ugbundun,263103
Uge,903101
Ughoton,330102
Ugimu,923102
Ugolo,330101
Ugondo,981114
Ugudun,263103
Ugugu,263103
Ugure,960134
Uguwar Sundu,704105
Ugwe,260105
Ugwenesi,402120
Ugwu Avor,442101
Ugwuakuma,442101
Ugwudiala,491108
Ugwuenu,491108
Ugwunagbor,471115
Ugya,962106
Uhana,260105
Uhucheba,264103
Uhuodo,264103
Ujari,442101
Ujariyo,860101
Uje,272101
Ujevwu,330103
Ukadu,972108
Ukaeli,511102
Ukaghu,923102
Ukambi,552101
Uke,962103
Ukechi,512101
Uken Bassa,961102
Ukpachachia,480102
Ukpaja,263106
Ukperheren,330103
Ukpiovwini,330103
Ukpki,263106
Ukpom,441113
Ukwo,260105
Ukwu Waterside,511102
Ukya-Sabo,962106
Ulaja,272101
Ulakwo,512101
Ulmuode,512101
Ulughangwu,442101
Ululor,402120
Umanyare,260105
Umarari,601105
Umarari,611104
Umarari,602104
Umarawa,700104
Umarrijaberen Jauro Sale,752106
Umasawa,700105
Umechem,512101
Umerim,512102
Ummara,861101
Umoga,512101
Umu Oyere,512101
Umuabali,512102
Umuabike,431116
Umuada,431116
Umuadobaihe,431116
Umuafor,473101
Umuagwa,512102
Umuahiagwu,402121
Umuajoma,464101
Umuakali,512102
Umuakirikpo,512101
Umuakoro,264103
Umuakpu,402121
Umuakuru,512101
Umuakwu,512101
Umuamanu,464101
Umuanyagu,512101
Umuasukpu,512101
Umuaturua,512101
Umubike,512101
Umubo Ii,491108
Umuchi,511101
Umuchoko,512101
Umudabode,431116
Umudala,431116
Umudele,512101
Umudiatu,473101
Umudihe,473101
Umudik,512102
Umudike,512101
Umudioga,511102
Umudou,512102
Umudu,512101
Umuduru-Owoku,464101
Umuebugwu,431116
Umuebulu,512101
Umuechere,512101
Umuechie,512101
Umuede,512101
Umuehekwone,431116
Umuekele,512101
Umuekwo,512101
Umuelechi,512101
Umuelelke,473101
Umueze,431116
Umueze,512101
Umuezeawala,431116
Umuezechime,401101
Umuezeogu,431116
Umuezeolutu,431116
Umueze-Ulakwo,512101
Umuezikwu,491108
Umugara,471115
Umughi,512101
Umuhu,402120
Umuigwe,480102
Umuire,473101
Umuka,470101
Umuka,512101
Umukamanu,512102
Umukine,511101
Umukpo,512101
Umukpuru,511101
Umukwocha,464101
Umumba,512101
Umumbiri,512101
Umummeri,431116
Umunachi,512102
Umunam,402121
Umundule,473101
Umuninnaruku-Umulo,464101
Umunju,512101
Umunkwokomoshi,464101
Umunluoko,512101
Umunwajiobi,431116
Umuobaka,512101
Umuobo I,491108
Umuoche,512101
Umuochinana,512101
Umuodiri,512101
Umuofor,512101
Umuogala,464101
Umuogodo,512101
Umuoka,401101
Umuokom,512101
Umuokoro,441113
Umuokpara,470101
Umuokwa,512102
Umuokwara,473101
Umuokwo,512101
Umuola,512101
Umuolilo,512102
Umuomara,512101
Umuome,512101
Umuopu,464101
Umuorima,464101
Umuorina,464101
Umuosu,464101
Umuosuma,464101
Umuoye,512101
Umuoyoro,512102
Umuroke,512102
Umuru,512101
Umusohe,464101
Umusu,512102
Umuwa,512102
Un Fada,721102
Un. Sarkin Baka,922107
Unadau,821103
Unagboke-Inyimagu,480103
Unbnono,733101
Unbono/tsohuwa,733101
Unesi,263106
Ung Madugu,830104
Ung Yamma,810103
Ung. Alkali,922107
Ung. Amaduri-Zargina,923101
Ung. Anarwa,922107
Ung. Ashe,705103
Ung. Bako,733101
Ung. Balassar/,923101
Ung. Barawa A,922107
Ung. Barawa B,922107
Ung. Bundau,705103
Ung. Dudi,733101
Ung. Dukkawa,923101
Ung. Galadiman,923101
Ung. Gamyi,705103
Ung. Jan. Buda,923101
Ung. Janwuru,923101
Ung. Katuka,800108
Ung. Madaki A,922107
Ung. Madaki B,922107
Ung. Maigari,733101
Ung. Maje,922107
Ung. Maji,705103
Ung. Makera,704105
Ung. Makeri,922107
Ung. Malamai,705103
Ung. Mallam Lawal,922107
Ung. Mamman,923101
Ung. Pangu,922107
Ung. Ranga,923101
Ung. Rimi,922107
Ung. Rodo,733101
Ung. Saturan Noma,923101
Ung. Tukura,922107
Ung. Tura,922107
Ung. Undako,922107
Ung. Zuru Gadan,923101
Ung-Abdu,830104
Ung-Adamu,830104
Ung-Alh Tanimu Gagarkuwa,830104
Ung-Bako Banga,830104
Ung-Bara'u,830102
Ung-Dabo,830104
Ung-Diyam,830102
Ung-Doka,830102
Ung-Donkinari,830104
Ung-Ganye,830102
Ung-Garba,830104
Ung-Gwanki,830102
Ung-Halidu,830104
Ung-Hamza,830104
Ung-Iliya,830104
Ung-Kadarko,830104
Ung-Kanawa,830104
Unglere,741104
Ung-Maigaiya,830104
Ung-Maikanwa,830102
Ung-Maiwasa,830104
Ung-Maje,830102
Ung-Malam Musa,830102
Ung-Miko,830102
Ung-Namande,830102
Ungo,960134
Ung-Sakkai,830102
Ung-Sani,830104
Ungushi,850105
Unguwa Dawaki,824101
Unguwa Isamiya,820103
Unguwan,742104
Unguwar Alh. Garba,832102
Unguwar Dabo,742101
Unguwar Dima,824104
Unguwar Gabas,705101
Unguwar Gaje,824104
Unguwar Gamba,830103
Unguwar Gyada,741104
Unguwar Gyartai,703103
Unguwar Jimmai,824102
Unguwar Kanja,824104
Unguwar Kasuwa,810103
Unguwar Kurya,863103
Unguwar Malamja,830103
Unguwar Raka,960101
Unguwar Rimi,741104
Unguwar Sunday,800104
Unguwar Tabacco,810103
Unguwar Tuka,824102
Unguwar Waina,832103
Unguwar Yamma,705101
Unguwar Yamu,700104
Unguwar-Marke,832102
Unguwar-Rinji,833101
Unguwar-Sama'i,832103
Unguwar-Tudu,742101
Unguwar'ya,721101
Ung-Wakili,830102
Ungwan Rimi,701102
Ungwan Tiv,900101
Ungwan Waimma,701104
Ungwan Wusama,704103
Ungwar Bai,713103
Ungwar Galadime,903101
Ungwar Jobenkun,701101
Ungwar Kaka,711105
Ungwar Kwari,711105
Ungwar Maladawa,704102
Ungwar Musa,711105
Ungwar Rimi,701101
Ungwar Soda,704102
Ungwar Tsohon-Sarki,710105
Ungwar Tudu,704101
Ungwar-Jibrin,730102
Un-Habibu,830104
Unik,731107
Unmuko,471115
Unn-Kanta,830104
Unuriuie,330101
Unwara,861101
Unwari,260105
Upege,263101
Upogoro,263101
Uran,602101
Uran,702101
Uro,264103
Urungwa Gari,923101
Usagbudu,972108
Usale,923101
Usalle,923101
Useni,962102
Usha,972108
Ushafa,901101
Ushiba,922107
Ushinda,923101
Uso,981114
Usodomi,260105
Usokun,504102
Usualle,923101
Utacu Gari,923101
Utai,713101
Utake,370101
Utare,922107
Uto Ekpu Ikot,530103
Utono,870104
Utoro,264103
Utu Ikot,530103
Utugolugu,972108
Utugu,960134
Uuokela,511101
Uve,970101
Uvwian,330103
Uwa,260105
Uwagba,330101
Uwalakabe,480105
Uwarem,480101
Uyeada,503102
Uyengala,503102
Uyo,5.20212E+59
Uzange,923101
Uzange M.,923101
Uzawe,923101
Uzoakwa,431116
Valangai,610106
Viengo,651102
Villegwa,657101
Visik,651102
Visik Mattakam,651102
Vung,741104
Vu-Zhehyi,657101
W/fulani,705103
Wa Abim Azhi,913104
Waapera,981114
Wababi,841102
Wabokiri,562101
Wachani,700105
Wada,603103
Wado,960134
Wadugul,702102
Wagga,651102
Wagini,82016
Wagite,562101
Wailare,702102
Wailare Bugaje,705103
Wailari,700104
Waire,703101
Waja,641110
Waja,960134
Waji,960134
Wajir,981114
Wajirako,601101
Wak,711104
Wakamawa,702103
Wakataba,830102
Wakwa,950101
Wala,824102
Walama,603107
Walawa,733101
Walawa,705103
Walawa,704103
Walawa,824104
Wamba,960134
Wamba Kurmi,960134
Wambantu,713105
Wamburum,751106
Wamiri,612104
Wamkor,970101
Wandali,603103
Wandi,741101
Wando,243105
Wangara,720101
Wangara,701102
Wangari,702101
Wanka,743104
Wanori,610104
Wanzamai,832101
Wapa,905102
Wappa,641101
Wara,603103
Wara,870104
Warawa,713105
Warawade,721101
Warbugoama,562103
Wareki,752105
Wari,704103
Wari Kado,704101
Waribokikiri,562101
Warise Gbene,562101
Warji,742103
Warkai,713105
Warpawa,705103
Warri,562101
Warsala,601105
Warwade,720101
Wasai,702103
Wasakiri,503101
Wasaram,601105
Wasaram Lawan,601105
Wasarde,702102
Wasardi,702101
Wasari,752105
Wastom,503101
Watari,700105
Wauru,843102
Wawa,601101
Wawa,603103
Wawakaza,832102
Waya-Kawoka,742101
Wayo Arewa,960134
Wayo Kudu,960134
Weret,503102
Werewere,260105
Whuntaku,601102
Wiiyaakpara,502102
Woba,811104
Wodai,843103
Wodata Hausawa,922107
Wokollu,762103
Wolaye,106101
Wovi,601101
Wubsa,611105
Wucetagi,912105
Wuddi,705103
Wude Kurmi,960134
Wude Kwano,960134
Wudil,7.13102E+71
Wudilawa,713102
Wugiru,601105
Wuha,981114
Wuiwui,741103
Wujanare,700105
Wuji,960134
Wujure,601105
Wulgo Momodu,611102
Wulgo-Nagirari,611102
Wulmi,933101
Wulo,612101
Wumi,903101
Wuna,710104
Wunge,950103
Wunti Dada,740102
Wuntin Ododo,740101
Wura Wase,740101
Wurge,611102
Wurma,720101
Wurma,821103
Wurno,842101
Wurno Fade,721101
Wuro Bagga,701104
Wuro Bogga,750106
Wuro Bundu,750101
Wuro Chitta,743104
Wuro Dangogo,750101
Wuro Gadogi,641110
Wuro Gauri,862104
Wuro Hirna,750106
Wuro Laka,642103
Wuro Yero,642103
Wuseli,933101
Wushelia,611102
Wushishi,922107
Wutana,811101
Wuyaram,601101
Y. Audu,713102
Y/ Kamba,863103
Y/tukur,721103
Ya Lagwada,830104
Yaba,901101
Yaba,832101
Yabal,610104
Yabawa,702103
Yabinti,243105
Yabo,851101
Yabra,741104
Yada Kunya,700105
Yadai,702102
Yadau,704101
Yadau,704103
Yadda,721102
Yadi,720101
Yado,710101
Yagun,910101
Yaiko,970101
Yaji,981114
Yajida,901101
Yajin Rana,702103
Yak,711104
Yakaji,831102
Yakaji,922107
Yakanawa,703102
Yakasai,711101
Yakasawa,733102
Yakashi,751106
Yakawada,824103
Yakede Fimaye,913104
Yako,711105
Yakubawa,824104
Yakun,711104
Yakun,711102
Ya-Kwakare,832101
Yalango,860102
Yalasse,823104
Yalawa,732103
Yaldna,910101
Yale Garu,610104
Yaleri,610104
Yali,742104
Yallawa,823104
Yalo,730102
Yaltan Arewa,702102
Yaltan Kudu,702102
Yalwa,903101
Yalwa,750105
Yalwa,742101
Yalwa,750103
Yalwa,720101
Yalwa,800101
Yalwa,711105
Yalwa,711101
Yalwa,710101
Yalwa,701102
Yalwa,922107
Yalwa Zab,913104
Yalwan Chakauri,721101
Yalwan Damai,721101
Yalwawa,720101
Yam,981114
Yam,711105
Yamadawa,824101
Yamal,823102
Yamar Fulani,702102
Yamawa,702105
Yambabu,904105
Yambashi,704101
Yamel,823103
Yamigi,922107
Yamini,940101
Yamma,903101
Yamma,802107
Yamma,712102
Yamma,860101
Yammali,704105
Yammaman,703102
Yammmashiru,912105
Yamrat,740102
Yan Ali,700105
Yan Barage,733101
Yan Bundu,703101
Yan Daki,820103
Yan Doki,820103
Yan Gayya,82016
Yan Gobe,704102
Yan Gwarzo,703101
Yan Harkum,824102
Yan Hoho,820103
Yan Kara,830102
Yan Kara,824102
Yan Kaura,823104
Yan Kifi,703103
Yan Kuni,701102
Yan Kwalli,705103
Yan Lami,703101
Yan Mama,832101
Yan Maulu,824105
Yan Shado,704102
Yan Turawa,830102
Yan Wahabi,733101
Yana,750103
Yanawaki,703102
Yan-Awaki,810103
Yancibi,703102
Yandadi,703103
Yan-Daka,82016
Yandake,702102
Yan-Dalla,713105
Yandoma,823104
Yanduna,824104
Yandure,750105
Yandutse,703101
Yandutsi,733102
Yanfako,883101
Yanga,903101
Yangamai,751106
Yanganau,703102
Yangaruza,704101
Yangayami,733103
Yangizo,713105
Yango,701102
Yango,701103
Yangora,822105
Yanguwa,720105
Yangwam,603103
Yangwam,702102
Yangwan,702101
Yan-Janku,832101
Yankamaye,703102
Yankanchi,710101
Yankara,830102
Yankau,713102
Yankirya,824105
Yankoli,731101
Yankusa,700104
Yankwami,831101
Yankwani,831101
Yankwashi,705102
Yan-Manuwa,824103
Yanmata,700105
Yanoko,701103
Yanrutu,701101
Yanshana,700104
Yanshere,711104
Yan-Tofa,713105
Yan-Tsai,824105
Yanwawa,713103
Yanyanga,733103
Yanzaki,705103
Yar Daddo,823102
Yar Daje,824104
Yar Fulani,710104
Yar Kadde,961101
Yar Kaka,830104
Yar Kureshe,733101
Yar Malami,830102
Yar Marafa,830102
Yar Nassarawa,830102
Yar Tashi,832101
Yar Tofa,701104
Yar Yandi,824102
Yar Yasa,710104
Yar Zabaina,702102
Yardade,824104
Yarfi,721102
Yargaba,720101
Yargaya,702103
Yargoje,832102
Yari-Bori,832103
Yari-Gwaddadi,842103
Yarijigawa,720103
Yarima Jatau,824102
Yarimari,751106
Yarimawa,701103
Yarimawa,842105
Yarka,750103
Yarka,712101
Yarka,713101
Yarkade,923101
Yarkofoji,872102
Yarkogi,702101
Yarlilo,821103
Yarma,721101
Yarman,832103
Yarmaraya,710104
Yaro,832101
Yarogel,824101
Yarogel,824102
Yarradua,833101
Yar-Talata,832103
Yaruku,822104
Yarumiri,602101
Yarwa,832102
Yashe,822102
Yashi,750106
Yasku,602104
Yasore,82016
Yau,602103
Yau,602101
Yau Yau,82016
Yauma Wango,602101
Yaupe,901101
Yaura,712104
Yauri,8.70212E+47
Yawa-Kura,602103
Yawule,905101
Yaya,823104
Yayan Gwandara,961105
Yayari,742103
Yayari,721102
Yayidna,901101
Yazza,601101
Yebango,651102
Yedi,611105
Yeghe,501103
Yeguda,106101
Yeketome,103101
Yelemari,601105
Yelwa,905102
Yelwa,740101
Yelwa,750101
Yelwa,740102
Yelwa,731101
Yelwa,701101
Yelwa,710104
Yelwa,872102
Yelwa,260105
Yelwa,962102
Yelwa,940101
Yelwa Gawu,905102
Yelwan Bassa,961102
Yelwan Mai-Taba,961102
Yelwan Sobo,961105
Yenagoa,5.60213E+59
Yenegwe,569101
Yeniozue-Epie,569101
Yerwa,601101
Yesufu Beach,103101
Yewal,601105
Yimbu,603103
Yimirdlalang,603103
Yinagu,610106
Yinakoro Bassa,260105
Yinti,912105
Yituwa,602103
Yoffo,641101
Yola,751106
Yola,705105
Yola,702103
Yola,700105
Yola,861104
Yola Doka,740101
Yolde Gubdo,641101
Yovoyan,103101
Yukana,702103
Yuli,740101
Yunbu,702102
Z. Sabara,842105
Z/babba,700105
Z/dangwali,702103
Z/tagabas,721102
Zabainawar,702103
Zabaro,832102
Zabi,750105
Zabi,812104
Zabi,810103
Zadawa,750101
Zafiyagi,912105
Zaga,611105
Zagaima,743104
Zagana,260105
Zagi,861104
Zago,702105
Zagon Gulya,713103
Zagon Kofar Gabas,824104
Zahehna,910101
Zaidawa,733101
Zainabari,750103
Zaje-Zaji,830104
Zakara,742101
Zakarawa,712101
Zakaru,832102
Zakirai,702102
Zakka,821103
Zakkam,942102
Zakoli,733101
Zalanga,742101
Zamaga,750103
Zambun,642101
Zambur,710101
Zamfarawa,704105
Zamfarawa,830101
Zamzago,832101
Zanbur,713102
Zanfara,923102
Zanga,721101
Zanga,710103
Zangana,705103
Zangarmawa,704101
Zange,760104
Zango,901101
Zango,752105
Zango,733101
Zango,720105
Zango,702102
Zango,702101
Zango,702103
Zango,700105
Zango,832102
Zango,824104
Zangoma Gaji,760102
Zangon Aya,800101
Zangon Customs Barracks,824104
Zangon Kachakurawa,824104
Zangon Kara,903101
Zangon Kofar Arewa,824104
Zangon Kofar Kudu,824104
Zangon Kofar Yamma,824104
Zangon-Daji,962103
Zangon-Kanya,733102
Zangon-Katukulo,824104
Zangun,642101
Zanguna,705103
Zannari,611104
Zanwa,950101
Zanyau,710101
Zara Birni,863103
Zarainawa,721101
Zarama,569101
Zarama Epie,569101
Zaratku,752105
Zareku,720105
Zarewa,704105
Zargin Hausawa,922107
Zari,602101
Zari,824101
Zaria,8.10212E+89
Zariagi,264103
Zaroci,703102
Zarumai,260105
Zaumar Mahauta,705103
Zaura Dan Baba,700105
Zazika,742101
Zazzagawa,705103
Zenabi,710105
Zhidu,900102
Zhit U,912105
Zhitu Karam,912105
Zidanga,742101
Ziga,752105
Zigalta,612103
Zigau,750103
Zikaya,700105
Zilu,903101
Zinah,752105
Zindi,750101
Zindir,762103
Zindiri,750105
Zira,750106
Zirami,750105
Zobi,603103
Zobiya,720101
Zodawa,833101
Zong Dutse,741104
Zongo,970101
Zongo,264103
Zongodaji,264103
Zono,962106
Zubo,750103
Zuga,712103
Zugai,705103
Zugai,824103
Zugana,843103
Zugochi,702102
Zugu,850105
Zugun Liba,863103
Zukumi,703101
Zulim,612101
Zulum,612101
Zum,750105
Zuma,901101
Zumbul Dangri,741101
Zumtur,602104
Zungumba,705102
Zungur,740102
Zungur T-Wada,740102
Zungur-Dutse,740102
Zuntu,811108
Zura,702103
Zuran,642103
Zurfi,741104
Zurgu,710101
Zurgwai,742103
Zuru,8.72212E+65
Zussun,872102
Zuwa,905102
Zuwi,742101
Zuwo,711105
Zzgo Digaci,741103
